dataset,model,protected,alpha,repeats,n_idi,n_test,cov2,cov3,cov4,cov5,n_regions,partition_cpu,generation_cpu,real_time,cpu_time
Credit,LogReg,age,4.0,5,1359527.8,5000000.0,305293.8,1324378.0,1358719.4,1359316.0,990.4,140.746,185.708,326.464,326.458
Credit,LogReg,age,8.0,5,1470641.4,5000000.0,301734.0,1409426.8,1468995.0,1470148.0,990.4,136.244,177.576,313.828,313.82
Credit,LogReg,age,10.0,5,1518479.6,5000000.0,294715.2,1434490.4,1515889.0,1517697.6,990.4,136.236,176.304,312.562,312.544
Credit,DecTree,sex,0.0,5,79240.0,5000000.0,46330.2,79015.0,79229.0,79238.8,33.2,5.786,71.188,76.976,76.976
Credit,DecTree,sex,0.1,5,242129.2,5000000.0,81034.0,240084.4,242018.0,242109.4,33.2,5.688,72.368,78.06,78.054
Credit,DecTree,sex,0.25,5,1111514.4,5000000.0,115309.0,1069977.6,1109169.8,1111043.4,33.2,5.81,77.886,83.698,83.698
Credit,DecTree,sex,0.5,5,4178004.6,5000000.0,122483.2,3663715.4,4145195.0,4171479.2,33.2,5.604,89.308,94.914,94.912
Credit,DecTree,sex,0.75,5,4945282.8,5000000.0,122630.6,4244567.0,4899408.2,4936104.6,33.2,5.838,93.016,98.854,98.852
Credit,DecTree,sex,1.0,5,4996888.8,5000000.0,122637.0,4283008.2,4950024.0,4987520.0,33.2,5.632,93.966,99.602,99.6
Credit,DecTree,sex,2.0,5,4999993.4,5000000.0,122638.4,4285287.8,4953074.2,4990610.2,33.2,5.744,92.468,98.21,98.21
Credit,DecTree,sex,4.0,5,4999993.4,5000000.0,122638.4,4285287.8,4953074.2,4990610.2,33.2,5.828,93.8,99.63,99.628
Credit,DecTree,sex,8.0,5,4999993.4,5000000.0,122638.4,4285287.8,4953074.2,4990610.2,33.2,5.692,93.246,98.938,98.938
Credit,DecTree,sex,10.0,5,4999993.4,5000000.0,122638.4,4285287.8,4953074.2,4990610.2,33.2,5.728,92.974,98.704,98.702
Credit,DecTree,age,0.0,5,343774.2,5000000.0,127762.2,340980.4,343681.6,343752.0,120.8,20.582,176.766,197.356,197.348
Credit,DecTree,age,0.1,5,941761.6,5000000.0,166306.4,921265.8,941025.0,941593.4,120.8,20.452,180.384,200.842,200.836
Credit,DecTree,age,0.25,5,2795492.4,5000000.0,183260.2,2624049.8,2789038.6,2794008.6,120.8,19.458,195.704,215.168,215.162
Credit,DecTree,age,0.5,5,4703359.6,5000000.0,185475.8,4241091.0,4685058.8,4699102.4,120.8,20.858,207.142,228.006,227.996
Credit,DecTree,age,0.75,5,4910291.8,5000000.0,185524.0,4408270.2,4890214.4,4905648.0,120.8,20.122,209.866,229.994,229.986
Credit,DecTree,age,1.0,5,4935631.2,5000000.0,185484.8,4428204.2,4915325.0,4930947.6,120.8,20.194,210.948,231.148,231.144
Credit,DecTree,age,2.0,5,4966691.8,5000000.0,185431.4,4452388.6,4945911.8,4961888.8,120.8,20.728,210.968,231.702,231.692
Credit,DecTree,age,4.0,5,4985517.8,5000000.0,185305.6,4465694.6,4964498.6,4980643.0,120.8,19.626,206.73,226.36,226.358
Credit,DecTree,age,8.0,5,4994364.0,5000000.0,185157.6,4470382.2,4973056.0,4989462.4,120.8,20.074,206.66,226.738,226.73
Credit,DecTree,age,10.0,5,4995867.0,5000000.0,185106.6,4470878.0,4974485.4,4990920.4,120.8,19.25,203.382,222.638,222.634
Bank,MLP,age,0.0,5,551028.4,5000000.0,23564.2,364600.4,522009.4,541627.6,992.4,194.858,301.942,496.81,496.8
Bank,MLP,age,0.1,5,796543.0,5000000.0,23800.0,453538.0,735566.0,776484.8,992.4,191.868,296.942,488.818,488.808
Bank,MLP,age,0.25,5,1083531.8,5000000.0,23884.8,525883.0,968966.6,1045002.0,992.4,191.704,298.936,490.648,490.64
Bank,MLP,age,0.5,5,1369105.0,5000000.0,23841.2,569768.6,1179399.0,1303719.0,992.4,196.212,304.542,500.766,500.756
Bank,MLP,age,0.75,5,1548205.6,5000000.0,23770.0,583406.4,1295335.4,1458861.8,992.4,195.626,305.272,500.916,500.9
Bank,MLP,age,1.0,5,1682247.6,5000000.0,23669.0,586461.6,1370798.2,1569892.8,992.4,197.048,307.376,504.446,504.422
Bank,MLP,age,2.0,5,2034102.2,5000000.0,23168.4,567022.4,1503236.6,1824989.6,992.4,192.632,295.044,487.688,487.674
Bank,MLP,age,4.0,5,2439594.0,5000000.0,21464.2,502459.0,1483862.2,1991834.6,992.4,188.516,285.66,474.192,474.176
Bank,MLP,age,8.0,5,2852997.2,5000000.0,16997.2,391350.2,1222456.6,1884785.8,992.4,187.862,285.79,473.674,473.654
Bank,MLP,age,10.0,5,2961496.8,5000000.0,15359.6,348740.6,1106814.8,1782935.6,992.4,183.618,276.828,460.46,460.448
Bank,LogReg,age,0.0,5,55195.8,5000000.0,9734.8,49797.2,54476.8,54946.2,809.4,134.932,208.22,343.162,343.152
Bank,LogReg,age,0.1,5,107715.6,5000000.0,10562.6,88529.6,104956.8,106702.8,809.4,131.022,202.774,333.796,333.796
Bank,LogReg,age,0.25,5,227533.4,5000000.0,11150.2,154332.6,215474.4,223079.4,809.4,132.04,207.72,339.77,339.762
Bank,LogReg,age,0.5,5,396759.4,5000000.0,11416.8,213899.0,360843.2,383087.6,809.4,133.39,215.854,349.25,349.244
Bank,LogReg,age,0.75,5,474665.2,5000000.0,11492.0,232557.4,423151.6,454811.6,809.4,134.174,219.928,354.108,354.104
Bank,LogReg,age,1.0,5,518442.8,5000000.0,11490.0,240278.0,456016.6,494076.4,809.4,134.008,220.07,354.082,354.078
Bank,LogReg,age,2.0,5,627429.8,5000000.0,11462.6,249304.6,524585.4,583573.2,809.4,133.332,219.526,352.86,352.858
Bank,LogReg,age,4.0,5,840674.8,5000000.0,11171.0,227797.8,565922.4,690628.6,809.4,130.506,217.46,347.974,347.966
Bank,LogReg,age,8.0,5,1169340.8,5000000.0,9002.0,142441.8,423687.4,609939.0,809.4,126.298,202.884,329.192,329.178
Bank,LogReg,age,10.0,5,1245696.6,5000000.0,7482.2,114263.6,356531.0,532994.8,809.4,123.13,193.258,316.41,316.388
Bank,DecTree,age,0.0,5,1232342.8,5000000.0,32546.6,658916.2,1148838.6,1202666.0,616.2,117.156,228.342,345.508,345.5
Bank,DecTree,age,0.1,5,1806378.0,5000000.0,32590.0,790766.2,1628628.6,1741633.6,616.2,114.93,226.556,341.492,341.486
Bank,DecTree,age,0.25,5,2428245.0,5000000.0,32598.0,885628.6,2107586.4,2308857.8,616.2,116.404,230.38,346.788,346.782
Bank,DecTree,age,0.5,5,2976301.0,5000000.0,32590.0,939673.8,2487828.0,2790106.8,616.2,115.57,233.842,349.414,349.412
Bank,DecTree,age,0.75,5,3299276.4,5000000.0,32586.0,959487.2,2686757.8,3060877.2,616.2,113.53,232.066,345.612,345.596
Bank,DecTree,age,1.0,5,3530480.0,5000000.0,32569.8,968091.2,2814023.8,3246895.2,616.2,115.298,237.092,352.4,352.39
Bank,DecTree,age,2.0,5,4072332.8,5000000.0,32480.6,964518.2,3034181.8,3639152.4,616.2,116.99,238.246,355.246,355.236
Bank,DecTree,age,4.0,5,4538892.4,5000000.0,32179.2,908971.4,3077414.8,3882711.8,616.2,113.404,231.576,344.99,344.982
Bank,DecTree,age,8.0,5,4837442.4,5000000.0,30930.4,800927.2,2971787.4,3939491.8,616.2,110.826,216.96,327.792,327.786
Bank,DecTree,age,10.0,5,4888131.6,5000000.0,30277.4,767724.4,2928791.2,3929559.2,616.2,111.484,224.01,335.508,335.492
Lsac,GBDT,sex,0.0,5,49824.6,5000000.0,990.6,18384.8,39548.6,46890.4,950.0,115.358,81.78,197.152,197.138
Lsac,GBDT,sex,0.1,5,62211.2,5000000.0,992.2,19269.0,45947.0,57199.0,950.0,117.818,82.77,200.594,200.59
Lsac,GBDT,sex,0.25,5,85447.0,5000000.0,985.6,20153.6,54766.6,74596.6,950.0,115.408,82.01,197.422,197.418
Lsac,GBDT,sex,0.5,5,142831.6,5000000.0,985.2,20819.6,66664.6,108240.4,950.0,118.584,85.824,204.418,204.406
Lsac,GBDT,sex,0.75,5,226264.4,5000000.0,972.0,20679.6,73180.0,140323.2,950.0,115.192,85.794,200.99,200.982
Lsac,GBDT,sex,1.0,5,330121.8,5000000.0,954.6,19992.4,75216.0,163415.4,950.0,117.314,87.394,204.712,204.704
Lsac,GBDT,sex,2.0,5,711991.6,5000000.0,756.0,15809.0,67812.2,176169.2,950.0,115.688,88.312,204.006,204.004
Lsac,GBDT,sex,4.0,5,1299042.6,5000000.0,576.0,11508.4,50357.0,125326.8,950.0,117.604,90.17,207.778,207.772
Lsac,GBDT,sex,8.0,5,2075860.2,5000000.0,461.6,6165.2,21990.0,44751.2,950.0,115.896,89.316,205.222,205.21
Lsac,GBDT,sex,10.0,5,2268790.2,5000000.0,396.2,4376.6,13892.0,27548.8,950.0,116.888,87.49,204.386,204.378
Lsac,GBDT,race,0.0,5,401892.2,5000000.0,1023.2,23236.8,123331.2,273663.4,975.4,137.264,104.146,241.418,241.41
Lsac,GBDT,race,0.1,5,507606.0,5000000.0,1023.2,23260.6,128132.6,309926.6,975.4,136.824,104.184,241.016,241.008
Lsac,GBDT,race,0.25,5,679900.6,5000000.0,1023.0,23239.2,131776.2,350291.6,975.4,138.812,108.954,247.77,247.764
Lsac,GBDT,race,0.5,5,996172.0,5000000.0,1021.0,22893.0,132500.0,388059.6,975.4,139.888,111.646,251.542,251.534
Lsac,GBDT,race,0.75,5,1317481.0,5000000.0,1017.4,22388.0,129581.4,400931.0,975.4,139.95,115.986,255.954,255.938
Lsac,GBDT,race,1.0,5,1606532.6,5000000.0,1010.2,21755.4,124839.2,398835.2,975.4,136.334,112.08,248.426,248.414
Lsac,GBDT,race,2.0,5,2344653.4,5000000.0,946.0,18769.0,103712.2,352084.2,975.4,138.566,116.566,255.14,255.132
Lsac,GBDT,race,4.0,5,2965595.6,5000000.0,831.8,13972.2,79771.2,279468.0,975.4,136.996,119.026,256.026,256.02
Lsac,GBDT,race,8.0,5,3662522.6,5000000.0,677.2,10571.6,56028.4,177233.2,975.4,136.69,120.99,257.69,257.682
Lsac,GBDT,race,10.0,5,3870740.0,5000000.0,645.6,9366.8,45420.0,137707.6,975.4,132.314,110.294,242.622,242.608
Lsac,MLP,sex,0.0,5,87171.2,5000000.0,1016.8,22878.4,67418.0,82244.4,977.8,110.156,71.064,181.228,181.222
Lsac,MLP,sex,0.1,5,98905.0,5000000.0,1017.6,23277.8,73730.6,92526.4,977.8,111.552,72.508,184.066,184.058
Lsac,MLP,sex,0.25,5,112822.2,5000000.0,1018.0,23564.6,80601.6,104403.8,977.8,111.006,72.074,183.084,183.08
Lsac,MLP,sex,0.5,5,132467.2,5000000.0,1017.2,23698.0,88768.0,120484.6,977.8,113.166,74.444,187.612,187.606
Lsac,MLP,sex,0.75,5,148439.8,5000000.0,1017.4,23658.2,93935.8,132821.0,977.8,112.952,74.372,187.326,187.324
Lsac,MLP,sex,1.0,5,162807.2,5000000.0,1017.2,23543.8,97567.4,143316.4,977.8,112.396,74.648,187.05,187.044
Lsac,MLP,sex,2.0,5,207533.8,5000000.0,1013.8,22716.2,101738.8,169954.6,977.8,110.602,74.928,185.536,185.532
Lsac,MLP,sex,4.0,5,284408.2,5000000.0,1000.4,20512.8,91143.4,183441.8,977.8,110.694,74.138,184.836,184.832
Lsac,MLP,sex,8.0,5,496889.4,5000000.0,907.6,14522.0,53310.6,122026.8,977.8,110.098,75.086,185.19,185.18
Lsac,MLP,sex,10.0,5,603185.4,5000000.0,822.8,10860.8,36364.2,88124.8,977.8,108.044,71.132,179.186,179.18
Lsac,MLP,race,0.0,5,218004.2,5000000.0,1021.2,18268.0,101863.2,177742.0,1000.6,125.148,91.932,217.084,217.078
Lsac,MLP,race,0.1,5,256374.2,5000000.0,1021.4,18334.8,108164.2,201537.8,1000.6,124.684,91.834,216.52,216.514
Lsac,MLP,race,0.25,5,306691.0,5000000.0,1022.4,18380.8,114196.4,229755.0,1000.6,124.66,93.004,217.678,217.664
Lsac,MLP,race,0.5,5,375077.8,5000000.0,1021.6,18333.2,119337.6,262369.6,1000.6,125.21,94.436,219.654,219.646
Lsac,MLP,race,0.75,5,427667.2,5000000.0,1021.6,18189.6,121168.4,282780.0,1000.6,127.988,97.826,225.822,225.814
Lsac,MLP,race,1.0,5,470209.6,5000000.0,1021.4,18059.6,121472.4,295790.6,1000.6,123.978,93.43,217.412,217.408
Lsac,MLP,race,2.0,5,584337.6,5000000.0,1022.0,17360.8,117730.8,312542.2,1000.6,125.356,95.906,221.264,221.26
Lsac,MLP,race,4.0,5,741663.2,5000000.0,1019.6,16092.6,102751.6,291601.2,1000.6,127.054,97.724,224.788,224.784
Lsac,MLP,race,8.0,5,1071252.2,5000000.0,994.2,12759.6,67228.8,187944.0,1000.6,123.13,94.06,217.198,217.192
Lsac,MLP,race,10.0,5,1215496.2,5000000.0,943.6,10947.8,50354.0,134342.2,1000.6,120.08,87.924,208.012,208.004
Lsac,LogReg,sex,0.0,5,71422.4,5000000.0,897.0,17833.0,54051.8,67116.6,933.0,103.978,63.774,167.752,167.752
Lsac,LogReg,sex,0.1,5,94246.0,5000000.0,908.0,18617.2,65608.2,86769.2,933.0,102.526,63.704,166.236,166.234
Lsac,LogReg,sex,0.25,5,122757.2,5000000.0,912.0,19258.8,77084.8,110202.6,933.0,103.988,64.208,168.2,168.196
Lsac,LogReg,sex,0.5,5,152587.8,5000000.0,916.2,19696.0,86642.6,133081.6,933.0,105.476,67.668,173.148,173.144
Lsac,LogReg,sex,0.75,5,171339.0,5000000.0,917.8,19901.6,91362.8,146567.6,933.0,106.506,67.876,174.39,174.386
Lsac,LogReg,sex,1.0,5,184848.8,5000000.0,916.2,20000.8,93982.6,155461.2,933.0,105.428,66.974,172.404,172.398
Lsac,LogReg,sex,2.0,5,224830.4,5000000.0,913.6,20016.8,97197.4,175020.6,933.0,102.844,67.772,170.622,170.616
Lsac,LogReg,sex,4.0,5,302591.0,5000000.0,895.0,19117.0,88644.2,177813.8,933.0,103.256,68.376,171.64,171.63
Lsac,LogReg,sex,8.0,5,444411.8,5000000.0,784.8,13598.2,56860.2,125028.6,933.0,104.042,68.474,172.516,172.516
Lsac,LogReg,sex,10.0,5,493205.4,5000000.0,692.0,10820.2,45657.0,101442.2,933.0,102.512,65.874,168.39,168.386
Lsac,DecTree,sex,0.0,5,298843.8,5000000.0,954.2,18118.0,89010.8,198839.0,579.8,79.274,68.012,147.292,147.286
Lsac,DecTree,sex,0.1,5,666503.8,5000000.0,956.6,19226.8,108799.4,311821.4,579.8,78.714,70.206,148.928,148.92
Lsac,DecTree,sex,0.25,5,1571180.2,5000000.0,958.4,19779.0,125169.0,433804.8,579.8,78.132,75.356,153.496,153.486
Lsac,DecTree,sex,0.5,5,2977946.4,5000000.0,957.6,19664.4,131434.4,503696.2,579.8,78.09,82.802,160.898,160.894
Lsac,DecTree,sex,0.75,5,3718082.4,5000000.0,951.8,19257.6,129154.2,513014.6,579.8,78.074,81.986,160.07,160.058
Lsac,DecTree,sex,1.0,5,4102049.4,5000000.0,948.2,18869.4,125449.6,508860.8,579.8,78.346,83.386,161.744,161.736
Lsac,DecTree,sex,2.0,5,4626890.4,5000000.0,924.2,17843.4,112874.8,482677.4,579.8,78.736,84.884,163.63,163.62
Lsac,DecTree,sex,4.0,5,4862116.0,5000000.0,853.0,16613.8,102733.8,446759.0,579.8,78.488,85.03,163.53,163.52
Lsac,DecTree,sex,8.0,5,4950062.6,5000000.0,708.6,15201.4,94313.0,411086.8,579.8,76.364,84.088,160.464,160.454
Lsac,DecTree,sex,10.0,5,4960865.0,5000000.0,660.8,14661.2,91952.6,403741.8,579.8,76.944,84.838,161.794,161.782
Lsac,DecTree,race,0.0,5,274138.8,5000000.0,964.4,12301.2,67855.4,165395.2,407.4,59.756,80.354,140.118,140.11
Lsac,DecTree,race,0.1,5,632759.4,5000000.0,971.2,12468.8,79706.8,245891.8,407.4,61.058,84.614,145.674,145.672
Lsac,DecTree,race,0.25,5,1545815.2,5000000.0,973.4,12556.6,87230.0,318615.8,407.4,59.666,89.316,148.99,148.984
Lsac,DecTree,race,0.5,5,2889128.6,5000000.0,971.8,12493.4,88888.4,350345.0,407.4,59.494,100.48,159.978,159.976
Lsac,DecTree,race,0.75,5,3579167.0,5000000.0,966.4,12385.8,87680.0,351103.4,407.4,60.508,103.118,163.638,163.628
Lsac,DecTree,race,1.0,5,3974571.0,5000000.0,959.8,12289.0,86124.2,346301.8,407.4,58.172,105.838,164.022,164.01
Lsac,DecTree,race,2.0,5,4586773.4,5000000.0,917.6,11919.0,79663.6,320692.0,407.4,58.134,104.25,162.394,162.386
Lsac,DecTree,race,4.0,5,4851068.2,5000000.0,856.8,11396.8,68996.8,285056.0,407.4,60.698,106.18,166.886,166.882
Lsac,DecTree,race,8.0,5,4950382.4,5000000.0,785.8,10241.2,57982.8,253950.6,407.4,59.042,103.54,162.59,162.584
Lsac,DecTree,race,10.0,5,4965522.2,5000000.0,748.6,9587.4,54500.8,246672.8,407.4,58.952,103.084,162.046,162.036
