dataset,model,protected,method,repeats,n_idi,n_test,prec,cov1,cov2,cov3,cov4,cov5,div50,div100,div200,div500,div1000,div2000,div3000,div5000,real_time,cpu_time,partition_real,partition_cpu,generation_real,generation_cpu,n_regions,n_idi_std,cov2_std,cov3_std,cov4_std,cov5_std,div5000_std
Adult,DecTree,sex,expga,5,2181672.8,3264035.8,0.668397,1.0,1260.2,37273.0,141212.2,822593.4,10.2503,10.2404,10.2496,10.2457,10.2452,10.2467,10.247,10.2482,1200.04,1200.01,,,,,,3485.9766,66.5785,1896.9823,5722.7331,8080.9472,0.0136
Adult,DecTree,sex,grft,5,7608131.2,37888307.4,0.200804,1.0,905.4,21282.2,115294.6,309471.6,10.3016,10.287,10.2633,10.2423,10.2495,10.2383,10.2435,10.2418,1226.53,1226.08,,,,,,161240.2597,71.5982,2161.6817,15163.3434,41940.3937,0.1055
Adult,DecTree,sex,limi,5,62311.0,421200.0,0.147937,1.0,220.0,2026.0,4813.0,8972.0,7.4789,7.4557,7.5403,7.5185,7.5236,7.5174,7.5228,7.5222,417.9,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Adult,DecTree,sex,sg,5,2264.2,7453.8,0.303765,1.0,164.0,559.0,776.8,956.6,7.8148,7.7245,7.6937,7.7615,7.7659,7.7375,7.7388,7.7388,1200.11,1200.1,,,,,,122.0848,53.3573,42.0238,68.2144,110.464,0.3568
Adult,DecTree,sex,regionft,5,41533699.0,74498473.6,0.557511,1.0,1762.4,111453.2,1813832.8,10766438.4,11.2979,11.2789,11.2937,11.2934,11.2924,11.2921,11.2925,11.293,1200.05,1200.0,29.34,29.34,1170.72,1170.67,281.4,2034824.7384,4.3932,146.684,20255.0871,137436.0478,0.0043
Adult,DecTree,race,aft,5,1155081.8,2626425.0,0.439792,1.0,1358.2,37715.0,261279.6,597767.2,10.7665,10.789,10.7923,10.7772,10.7779,10.7731,10.7766,10.778,1200.24,1200.19,,,,,,83623.653,21.0523,504.4056,5433.0832,24434.4233,0.0461
Adult,DecTree,race,expga,5,650448.8,1002220.2,0.649008,1.0,247.2,9582.4,40694.2,208827.0,9.6633,9.666,9.6678,9.6649,9.6664,9.6651,9.6649,9.6646,1200.12,1200.01,,,,,,18313.9658,98.862,1604.3051,8245.9415,9409.623,0.2693
Adult,DecTree,race,grft,5,4848304.6,27944540.4,0.173497,1.0,712.8,8338.4,38503.2,92183.0,9.6352,9.6654,9.6488,9.6018,9.631,9.6288,9.6352,9.6342,1220.11,1219.6,,,,,,306912.3015,43.4822,344.1922,2956.5471,7046.9624,0.1831
Adult,DecTree,race,limi,5,50462.0,408507.0,0.123528,1.0,213.0,1214.0,3218.0,5533.0,7.6269,7.5484,7.4998,7.5465,7.5382,7.5122,7.5137,7.5152,575.29,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Adult,DecTree,race,sg,5,2332.4,6643.8,0.351064,1.0,140.6,419.8,628.6,737.0,7.9383,7.7907,7.7973,7.8299,7.8465,7.8281,7.8313,7.8313,1200.03,1200.02,,,,,,214.3299,6.5038,37.8444,60.4467,86.4725,0.637
Adult,DecTree,race,regionft,5,32730803.4,38054109.8,0.860112,1.0,1373.2,38464.4,304067.8,2211068.6,10.4712,10.4931,10.4778,10.4832,10.4797,10.4847,10.4847,10.4851,1203.15,1203.09,27.19,27.18,1175.96,1175.91,237.0,1073380.3392,29.2524,735.7583,16720.0133,75830.9013,0.0507
Adult,DecTree,age,aft,5,3170770.2,3331036.8,0.951887,1.0,4037.0,109172.6,611377.0,1450003.0,10.8596,10.8541,10.8443,10.8544,10.8588,10.8523,10.8543,10.8532,1201.75,1201.66,,,,,,450660.3193,39.6548,8213.1049,35015.1823,54886.0872,0.1089
Adult,DecTree,age,expga,5,818290.0,882362.4,0.927385,1.0,2215.2,79820.8,467022.0,683055.8,10.3927,10.3841,10.3823,10.3682,10.3682,10.364,10.3697,10.3657,1200.1,1200.03,,,,,,3734.0422,58.8277,303.2585,4499.7767,3450.8737,0.0057
Adult,DecTree,age,grft,5,5088003.4,21453896.0,0.23716,1.0,804.0,9499.4,45685.8,130658.0,9.7297,9.7266,9.736,9.6955,9.711,9.7046,9.7015,9.7057,1229.71,1229.19,,,,,,985834.2126,192.4643,3610.928,20107.0635,57422.0356,0.6852
Adult,DecTree,age,limi,5,232707.0,299000.0,0.778284,1.0,347.0,2998.0,8678.0,19426.0,7.6028,7.7933,7.7629,7.7372,7.735,7.7251,7.7422,7.728,592.09,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Adult,DecTree,age,sg,5,3342.0,4618.2,0.723659,1.0,182.4,460.6,809.0,853.0,7.9685,7.9248,7.9282,7.9397,7.9338,7.9316,7.932,7.9308,1200.05,1200.05,,,,,,165.3663,23.881,52.0605,67.1305,60.9221,0.1576
Adult,DecTree,age,regionft,5,22438097.6,22968768.0,0.976896,1.0,4096.0,275530.0,6592131.2,18513212.0,11.5208,11.5163,11.5166,11.5141,11.5147,11.515,11.5154,11.5151,1205.3,1205.23,24.89,24.89,1180.41,1180.34,131.8,128317.2868,0.0,5.3385,11497.5351,86819.8257,0.0001
Credit,GBDT,sex,aft,5,107889.4,1829250.0,0.05898,1.0,64320.6,105781.4,107598.2,107761.0,13.8975,13.8941,13.9093,13.9066,13.9074,13.9037,13.9028,13.9023,1200.26,1200.23,,,,,,17561.8185,6275.2266,16554.5548,17377.7151,17478.9904,0.0671
Credit,GBDT,sex,expga,5,592136.4,1412551.6,0.419196,1.0,3001.0,41615.0,329827.0,453152.6,10.523,10.5653,10.5884,10.5684,10.5697,10.5785,10.5779,10.5789,1200.11,1200.03,,,,,,3436.1888,108.4597,1420.9623,1313.4677,8162.8435,0.027
Credit,GBDT,sex,grft,5,2323506.4,27413156.0,0.084759,1.0,57925.8,457372.0,892811.2,1155681.0,13.3824,13.3526,13.3515,13.3366,13.3223,13.3268,13.341,13.3392,1209.11,1208.62,,,,,,157565.1356,2757.6318,34544.3382,69447.654,92824.5505,0.0905
Credit,GBDT,sex,limi,5,44374.0,415532.0,0.106788,1.0,469.6,1735.6,7130.0,7399.0,6.7128,6.8024,6.7666,6.7284,6.7576,6.7459,6.7442,6.7441,618.2,,,,,,,4.4721,12.522,19.2302,42.4853,44.7214,0.003
Credit,GBDT,sex,sg,5,2212.0,8470.6,0.261139,1.0,396.0,1133.4,1714.6,1865.2,9.2099,8.9329,8.9806,8.9918,9.0035,8.9772,8.9706,8.9706,1200.05,1200.04,,,,,,644.0652,110.2452,243.4529,556.2246,527.7359,0.7642
Credit,GBDT,sex,regionft,5,7110131.2,61360239.6,0.115875,1.0,226623.4,6248267.6,7069305.6,7098098.0,14.4379,14.4268,14.4285,14.4345,14.4335,14.4336,14.4335,14.4328,1208.62,1208.59,73.83,73.82,1134.79,1134.77,836.8,224486.3677,3016.564,173021.2796,221361.0408,223573.2465,0.0018
Credit,GBDT,age,aft,5,904957.6,1380994.8,0.655294,1.0,118681.8,230990.0,402033.4,541314.4,12.4508,12.4355,12.4366,12.4763,12.4698,12.4572,12.4652,12.4665,1200.78,1200.74,,,,,,893142.8174,38322.5484,44402.4574,237975.1136,434271.6153,1.9447
Credit,GBDT,age,expga,5,195583.6,303467.2,0.644497,1.0,3065.2,24398.8,134540.2,163498.4,10.1152,10.105,10.1207,10.1182,10.1087,10.1075,10.11,10.111,1200.11,1200.1,,,,,,1368.8244,1306.715,8352.5513,13628.6166,2448.8952,0.4746
Credit,GBDT,age,grft,5,2441142.0,15701302.8,0.155474,1.0,67927.2,438825.8,842741.2,1014745.6,12.6615,12.656,12.6684,12.6462,12.6462,12.6421,12.6426,12.6495,1221.5,1220.98,,,,,,139391.8057,8562.4222,57313.2598,75861.8076,86853.1895,0.3191
Credit,GBDT,age,limi,5,145366.4,402105.0,0.361514,1.0,1327.2,4535.2,17748.2,19707.2,6.8358,6.8761,6.8415,6.8579,6.8367,6.8502,6.8424,6.8406,1387.58,,,,,,,1403.1886,14.1315,35.2094,81.6835,108.7299,0.0053
Credit,GBDT,age,sg,5,3596.8,8201.0,0.438581,1.0,700.2,1405.2,2135.8,2586.0,8.3313,8.1283,8.1345,8.1675,8.1872,8.1552,8.1705,8.1674,1200.11,1200.1,,,,,,344.4658,105.3148,250.5468,279.6448,210.8803,0.2224
Credit,GBDT,age,regionft,5,6196441.8,25435246.4,0.243616,1.0,463721.6,5711533.2,6178791.6,6192123.4,14.4513,14.4755,14.4796,14.4822,14.487,14.4809,14.4837,14.4804,1200.03,1200.01,175.13,175.12,1024.9,1024.88,1014.8,162139.2567,2006.2684,137447.4218,161319.3683,161929.9356,0.0083
Credit,MLP,sex,aft,5,308486.2,2424666.4,0.127228,1.0,148981.6,307049.6,308456.8,308480.0,14.1354,14.1105,14.1095,14.1145,14.1124,14.1121,14.1125,14.113,1200.19,1200.17,,,,,,3558.1696,3658.8987,3587.3032,3558.5084,3557.5616,0.0042
Credit,MLP,sex,expga,5,899404.2,2890995.2,0.311105,1.0,4406.4,75589.0,647965.8,779482.2,11.0596,11.0482,11.0589,11.0541,11.0571,11.0564,11.055,11.0534,1200.06,1200.01,,,,,,6916.1947,62.6203,2809.8951,17480.8213,2766.3761,0.0763
Credit,MLP,sex,grft,5,3766484.0,27929963.8,0.134855,1.0,94267.0,776493.4,1459343.4,1734453.0,13.0589,13.1054,13.045,13.0792,13.0846,13.0732,13.0816,13.0724,1219.86,1219.38,,,,,,117004.3167,5922.2653,54564.9471,87997.6398,95879.2551,0.0456
Credit,MLP,sex,limi,5,65023.2,428754.2,0.151656,1.0,763.2,2428.8,11598.8,12750.4,6.9487,6.9885,6.9757,6.9716,6.9617,6.9603,6.9596,6.9621,415.38,,,,,,,941.6654,29.5584,76.2706,154.6066,214.591,0.0184
Credit,MLP,sex,sg,5,2440.0,8758.0,0.278602,1.0,388.0,1086.0,1150.4,1245.4,8.4039,8.1403,8.1872,8.3129,8.3196,8.26,8.266,8.266,1200.09,1200.09,,,,,,295.4911,114.6495,173.9497,255.5862,289.3895,0.9088
Credit,MLP,sex,regionft,5,6804453.0,66829400.4,0.101818,1.0,365676.6,6323413.2,6796098.2,6802497.2,14.599,14.6056,14.5964,14.5947,14.5958,14.5939,14.5953,14.5955,1202.41,1202.37,86.51,86.5,1115.9,1115.87,964.2,181430.0709,6593.379,149933.1144,180772.8001,181302.0484,0.001
Credit,MLP,age,aft,5,397853.0,1392706.8,0.285669,1.0,155086.2,394682.6,397757.0,397827.4,14.4165,14.408,14.4,14.3928,14.3956,14.3893,14.3914,14.3929,1200.96,1200.91,,,,,,2024.241,915.0258,2001.2543,2021.5513,2026.7541,0.0148
Credit,MLP,age,expga,5,407829.8,709035.4,0.57519,1.0,2444.8,29353.4,253434.8,327483.8,10.9377,10.9213,10.9197,10.9015,10.9169,10.9165,10.9156,10.9192,1200.06,1200.04,,,,,,9428.5122,140.4749,1394.0695,6223.387,7438.5381,0.1541
Credit,MLP,age,grft,5,2947021.8,16265478.4,0.181183,1.0,70047.2,524655.4,1027942.0,1243901.0,12.9033,12.8977,12.8414,12.861,12.8712,12.8637,12.8673,12.8684,1224.88,1224.33,,,,,,140874.0183,4046.3014,48158.7646,88465.2638,115082.5014,0.1535
Credit,MLP,age,limi,5,133578.2,420219.6,0.317877,1.0,1312.2,4004.8,15251.4,17268.0,6.9782,6.9024,6.9047,6.9012,6.8875,6.8828,6.8931,6.8956,780.5,,,,,,,2867.2918,46.2353,99.4847,403.1728,508.4319,0.0171
Credit,MLP,age,sg,5,4351.8,7348.6,0.592194,1.0,916.0,2408.2,2292.2,2486.6,8.45,8.251,8.3148,8.3323,8.3148,8.2961,8.2984,8.3027,1200.12,1200.11,,,,,,218.2171,71.8297,157.5966,140.5639,196.0862,0.7901
Credit,MLP,age,regionft,5,6356234.6,26022259.4,0.244261,1.0,327001.6,5730361.2,6334582.2,6351171.4,14.6029,14.5962,14.5884,14.5855,14.5897,14.588,14.5893,14.5895,1200.94,1200.93,139.84,139.84,1061.1,1061.09,934.2,252748.4686,7977.8746,201285.2093,250679.5328,252407.8468,0.0037
Credit,LogReg,sex,aft,5,308456.8,2341922.6,0.131711,1.0,162634.6,307318.6,308436.6,308451.2,14.1289,14.1325,14.121,14.124,14.1244,14.1245,14.1249,14.1247,1200.12,1200.09,,,,,,5354.7386,2924.3999,5310.2473,5356.298,5355.6457,0.0032
Credit,LogReg,sex,expga,5,115869.4,2594403.6,0.044661,1.0,4043.0,42683.0,105294.8,109772.0,11.2967,11.2905,11.2825,11.2879,11.2887,11.2892,11.2893,11.2884,1200.09,1200.0,,,,,,34368.99,88.8285,5443.6541,28530.8108,30902.5125,0.0027
Credit,LogReg,sex,grft,5,4027789.6,30234538.2,0.133218,1.0,69603.8,500016.0,1014341.6,1275429.0,12.8198,12.8778,12.8197,12.83,12.8285,12.8365,12.8419,12.8372,1220.19,1219.73,,,,,,380452.9477,5761.3526,46207.4818,100559.4244,126146.2324,0.1291
Credit,LogReg,sex,limi,5,87448.2,405944.2,0.215419,1.0,543.0,2138.6,10061.0,11071.4,6.7492,6.8083,6.8333,6.8179,6.7946,6.8077,6.7997,6.7945,359.97,,,,,,,633.0085,9.0,16.6072,34.6627,41.2892,0.0104
Credit,LogReg,sex,sg,5,739.6,7190.0,0.102865,1.0,71.8,198.4,307.2,390.2,7.2487,7.1419,7.1949,7.1714,7.1655,7.1655,7.1655,7.1655,1200.05,1200.05,,,,,,28.0945,3.1937,17.9805,35.5626,42.5347,0.2215
Credit,LogReg,sex,regionft,5,6516213.0,71744747.4,0.090825,1.0,390036.2,6090483.4,6507906.8,6514279.0,14.6257,14.6228,14.6174,14.6201,14.6198,14.621,14.6207,14.6207,1208.09,1208.08,95.52,95.52,1112.57,1112.57,997.0,70315.798,3176.1064,59955.1028,70031.734,70267.3814,0.0028
Credit,LogReg,age,aft,5,443287.8,1460175.6,0.303585,1.0,196842.8,440146.0,443203.6,443264.2,14.5288,14.5053,14.5037,14.5025,14.5047,14.5042,14.5032,14.5015,1200.26,1200.21,,,,,,7633.2887,3376.5071,7447.9277,7624.3613,7630.6318,0.0142
Credit,LogReg,age,expga,5,446104.0,987955.2,0.451543,1.0,2645.0,30610.0,321604.8,375843.2,11.2258,11.1988,11.2119,11.2034,11.213,11.2086,11.2103,11.2104,1200.06,1200.04,,,,,,1505.7659,317.0489,1139.9932,2370.6655,1001.0473,0.017
Credit,LogReg,age,grft,5,3198013.8,17468206.8,0.183076,1.0,62740.8,462089.0,924400.2,1139238.8,12.857,12.7852,12.7232,12.7792,12.7864,12.772,12.7877,12.7745,1226.88,1226.33,,,,,,242966.2634,7601.8882,51583.2264,114475.7069,123436.455,0.1718
Credit,LogReg,age,limi,5,134664.0,421136.0,0.319764,1.0,906.2,3610.8,14027.2,15662.0,6.6377,6.7389,6.6472,6.6684,6.6627,6.6786,6.6727,6.6743,597.18,,,,,,,2808.9897,15.6908,69.0775,255.165,309.1213,0.0117
Credit,LogReg,age,sg,5,2648.4,10373.6,0.255302,1.0,684.4,1244.2,1575.0,1687.2,9.5688,9.377,9.4464,9.4738,9.4445,9.4403,9.44,9.44,1200.06,1200.05,,,,,,208.2085,71.6715,111.8825,127.5598,144.823,0.1745
Credit,LogReg,age,regionft,5,6647776.4,30329400.8,0.219186,1.0,397829.6,6044546.2,6632674.8,6643778.6,14.6048,14.6196,14.624,14.6181,14.6189,14.6191,14.6182,14.6177,1203.37,1203.34,141.33,141.32,1062.04,1062.01,1011.8,133129.2831,2041.2588,115073.6845,132810.4483,132999.7403,0.0023
Credit,DecTree,sex,aft,5,5653477.4,6274043.6,0.90109,1.0,122124.2,4588897.6,5577766.8,5635291.4,13.6684,13.672,13.6474,13.6472,13.6493,13.6538,13.6462,13.6498,1200.18,1200.15,,,,,,54242.763,108.2067,54682.1319,52183.5542,53527.7169,0.0125
Credit,DecTree,sex,expga,5,2252261.6,3089479.4,0.72901,1.0,1831.6,34968.6,520044.2,1488984.6,9.9843,9.9965,10.0042,9.9991,9.9982,10.0018,10.0001,9.9972,1200.35,1200.32,,,,,,8591.0044,321.2675,958.2663,2173.0388,5545.1238,0.0032
Credit,DecTree,sex,grft,5,2575266.2,26736034.8,0.096322,1.0,33795.4,256381.2,523744.0,734167.6,12.8701,12.8591,12.8876,12.8651,12.8541,12.8545,12.8607,12.8576,1210.96,1210.5,,,,,,116934.777,1079.6392,16911.8876,39074.4723,52602.1102,0.0684
Credit,DecTree,sex,limi,5,20450.2,439690.4,0.04651,1.0,277.4,956.6,3268.0,2413.4,5.9245,5.954,5.9305,5.9199,5.9044,5.9169,5.9177,5.9187,445.08,,,,,,,299.2745,6.6182,26.0346,50.897,41.4162,0.018
Credit,DecTree,sex,sg,5,3770.0,9073.0,0.415519,1.0,1436.8,2426.4,2787.8,3134.6,9.7863,9.6878,9.7273,9.7098,9.7134,9.7155,9.7128,9.7136,1200.1,1200.1,,,,,,69.606,18.7003,77.6196,85.8819,97.017,0.1882
Credit,DecTree,sex,regionft,5,63484589.6,63577655.2,0.998536,1.0,122880.0,23365030.6,56735061.6,62008789.8,14.2825,14.303,14.2943,14.3014,14.2962,14.2963,14.2963,14.2983,1202.44,1202.41,6.23,6.23,1196.2,1196.17,26.6,1634592.062,0.0,258672.0839,1305780.2177,1558312.7936,0.0026
Credit,DecTree,age,aft,5,6123164.6,6306812.8,0.970881,1.0,185679.4,4721391.4,6049750.0,6089469.8,13.9277,13.893,13.897,13.9058,13.8957,13.9076,13.9016,13.9037,1201.29,1201.25,,,,,,70522.8966,202.7481,97601.2721,67968.0635,69796.5931,0.0167
Credit,DecTree,age,expga,5,806683.8,964932.8,0.836,1.0,2111.6,27604.0,436623.6,653609.4,10.7774,10.7515,10.7662,10.7698,10.7679,10.769,10.7713,10.7669,1200.1,1200.04,,,,,,10439.3881,248.2062,399.9831,5808.087,6136.3093,0.0469
Credit,DecTree,age,grft,5,1566707.4,16746032.4,0.093557,1.0,20636.6,136563.2,291470.6,373147.4,13.0199,13.1076,13.0844,13.0733,13.0535,13.0658,13.0475,13.0561,1209.53,1209.06,,,,,,196474.6167,3896.2197,17104.873,50971.1692,66834.1874,0.4518
Credit,DecTree,age,limi,5,162024.0,417446.2,0.388131,1.0,1337.4,3897.6,13520.4,14728.0,6.7102,6.7966,6.7485,6.7662,6.7586,6.7611,6.763,6.7622,749.33,,,,,,,928.5973,16.6523,51.8247,172.5074,154.112,0.0124
Credit,DecTree,age,sg,5,7311.0,11660.0,0.627015,1.0,2889.8,4689.2,5545.4,5987.6,9.9495,9.8177,9.8922,9.921,9.9143,9.8997,9.9042,9.9015,1200.09,1200.07,,,,,,224.6787,116.2678,118.5968,180.7368,194.1244,0.2519
Credit,DecTree,age,regionft,5,28661299.0,29139199.4,0.983599,1.0,186367.8,17792615.8,27991899.4,28504055.6,14.4364,14.4162,14.4203,14.4181,14.4223,14.4226,14.4231,14.4216,1202.75,1202.72,18.98,18.98,1183.78,1183.74,121.0,584241.3926,0.4472,233413.4887,557002.3012,577724.3781,0.0009
Bank,GBDT,age,aft,5,2599006.8,2642888.0,0.983396,1.0,19010.0,104109.2,303947.0,475455.4,9.6132,9.569,9.5851,9.6051,9.6068,9.5853,9.5964,9.5908,1201.25,1201.15,,,,,,423757.5201,3411.302,6445.9166,94651.3,175522.335,0.7348
Bank,GBDT,age,expga,5,201537.8,255334.6,0.789309,1.0,721.4,7466.0,45488.4,78186.0,8.6931,8.6794,8.7074,8.6879,8.6916,8.6926,8.6929,8.6919,1200.23,1200.19,,,,,,4194.2048,129.5156,486.8301,4561.7644,7250.7899,0.0812
Bank,GBDT,age,grft,5,3434293.6,16464191.0,0.208592,1.0,9806.2,71959.2,180225.6,255252.4,10.5915,10.5503,10.5746,10.5506,10.5541,10.549,10.5459,10.5402,1221.65,1221.12,,,,,,198103.9427,677.4361,6353.7324,13390.225,16829.386,0.2217
Bank,GBDT,age,limi,5,54832.8,364270.0,0.150528,1.0,1931.2,7946.8,13772.4,19624.6,9.575,9.5482,9.5411,9.5346,9.5418,9.5373,9.5326,9.5404,1396.08,,,,,,,1008.6856,32.05,77.0986,198.4006,308.926,0.0125
Bank,GBDT,age,sg,5,4021.0,6917.0,0.581321,1.0,511.8,1408.8,1810.4,1928.0,8.115,7.986,8.0228,8.0272,8.0475,8.0406,8.0312,8.0302,1200.16,1200.14,,,,,,222.5455,135.7321,439.9002,495.8637,460.6843,0.5944
Bank,GBDT,age,regionft,5,10918718.8,20860725.0,0.52341,1.0,32768.0,1293803.4,6361357.2,8875221.4,11.9411,11.9588,11.9608,11.9559,11.9533,11.9537,11.9535,11.9528,1200.05,1200.03,180.14,180.13,1019.91,1019.9,927.2,136576.4094,0.0,7652.2315,45118.9894,78292.1978,0.0024
Bank,MLP,age,aft,5,666235.6,1377169.6,0.483772,1.0,19381.2,286123.8,549079.8,611097.6,11.7283,11.7304,11.7294,11.727,11.7347,11.7311,11.7328,11.7293,1201.05,1200.99,,,,,,33602.4643,782.5856,6289.1701,12869.8038,20508.4867,0.0471
Bank,MLP,age,expga,5,313972.4,478066.8,0.656754,1.0,510.4,6125.8,31436.0,64707.8,8.6441,8.6309,8.6592,8.6341,8.6436,8.6467,8.6477,8.6432,1200.09,1200.05,,,,,,2098.9099,42.4123,136.8949,1120.8994,1880.4003,0.0344
Bank,MLP,age,grft,5,3746688.0,14933893.0,0.250885,1.0,10022.4,92080.8,222881.8,333452.8,10.5968,10.57,10.5723,10.5727,10.562,10.5829,10.5745,10.5775,1232.58,1232.09,,,,,,267183.8682,520.0782,12044.5296,36777.2827,57365.6297,0.3698
Bank,MLP,age,limi,5,297582.6,500000.0,0.595165,1.0,2772.6,15774.6,32356.2,51897.4,9.3035,9.3667,9.3547,9.3564,9.3483,9.3475,9.3435,9.3407,880.71,,,,,,,9256.1421,54.1322,117.6172,435.9509,994.7692,0.0231
Bank,MLP,age,sg,5,5057.8,6556.6,0.771406,1.0,550.0,1286.4,1842.8,2222.0,7.8446,7.8441,7.846,7.8375,7.8523,7.8447,7.847,7.8414,1200.1,1200.09,,,,,,122.2322,80.9228,146.5582,188.0816,168.7809,0.5328
Bank,MLP,age,regionft,5,5660189.0,18088942.0,0.312909,1.0,24678.4,851359.6,3245166.8,4597940.6,11.9298,11.9304,11.9312,11.9351,11.9337,11.9327,11.9333,11.9329,1202.21,1202.19,192.75,192.74,1009.45,1009.45,988.2,137786.8061,268.7458,9536.9497,47637.6501,91887.6244,0.0031
Bank,LogReg,age,aft,5,300029.4,1541340.2,0.194655,1.0,10755.4,166032.8,269671.8,287416.0,11.7385,11.7669,11.758,11.7619,11.7627,11.7646,11.7625,11.7652,1200.27,1200.24,,,,,,8009.2847,155.0106,2630.2418,5402.4758,6533.0161,0.0271
Bank,LogReg,age,expga,5,258416.2,640041.6,0.403749,1.0,213.0,3145.4,12870.0,24599.6,8.335,8.295,8.3115,8.3023,8.2989,8.2996,8.3001,8.2974,1200.1,1200.04,,,,,,992.9175,42.9127,889.2732,2888.5254,3137.7605,0.1861
Bank,LogReg,age,grft,5,3737327.6,18839040.4,0.198382,1.0,6244.2,47832.8,116107.4,184549.2,9.7594,9.7292,9.7329,9.7352,9.7069,9.717,9.7169,9.7168,1219.65,1219.17,,,,,,204257.0602,318.0153,3642.4949,10300.8803,16596.0157,0.1003
Bank,LogReg,age,limi,5,9333.6,500000.0,0.018667,1.0,702.4,2453.6,3913.6,4974.8,9.3291,9.2975,9.3169,9.2922,9.3047,9.3019,9.2997,9.3016,673.11,,,,,,,399.6802,26.6983,79.3681,120.045,156.0038,0.0427
Bank,LogReg,age,sg,5,1222.6,8296.0,0.147372,1.0,66.0,235.0,376.8,435.2,6.4627,6.3958,6.4216,6.4009,6.3755,6.3829,6.3829,6.3829,1200.03,1200.04,,,,,,77.2289,12.2882,61.8587,105.753,101.6204,0.1679
Bank,LogReg,age,regionft,5,2617367.6,25763414.6,0.101592,1.0,11973.2,357670.0,1486763.6,2079272.0,11.7584,11.7535,11.7364,11.7486,11.748,11.7472,11.7499,11.7465,1200.2,1200.17,122.86,122.84,1077.34,1077.33,743.2,173521.6861,43.2863,11393.227,49008.6966,108310.6661,0.0231
Bank,DecTree,age,aft,5,3027160.6,3226074.2,0.938342,1.0,31608.2,504257.4,1680183.6,2204403.6,11.4166,11.3615,11.3682,11.3903,11.3932,11.3874,11.3896,11.3892,1202.14,1202.06,,,,,,534966.4492,1091.554,100009.6378,432383.4934,576738.8942,0.1553
Bank,DecTree,age,expga,5,438219.8,568650.2,0.770632,1.0,1050.8,10151.0,64640.4,109476.2,8.579,8.5311,8.5745,8.5432,8.552,8.5497,8.5512,8.548,1200.11,1200.06,,,,,,8699.0087,367.3645,1027.6853,1630.8105,2870.3598,0.0213
Bank,DecTree,age,grft,5,3217701.4,19004943.8,0.169309,1.0,8566.8,58272.0,142526.8,200072.8,10.5026,10.5251,10.5247,10.4909,10.5091,10.5073,10.5052,10.5002,1235.57,1235.04,,,,,,298023.7078,1473.6486,12423.7091,24388.1403,33796.83,0.5166
Bank,DecTree,age,limi,5,431345.0,500000.0,0.86269,1.0,2974.4,15406.8,33011.0,49647.2,9.0567,9.077,9.0418,9.0536,9.0594,9.0446,9.0507,9.0568,763.65,,,,,,,786.3638,34.667,171.0211,626.307,670.6226,0.0033
Bank,DecTree,age,sg,5,3533.0,6256.6,0.564684,1.0,416.4,980.2,1298.8,1642.4,8.6308,8.5493,8.548,8.546,8.5462,8.5188,8.5341,8.5311,1200.13,1200.12,,,,,,222.7162,99.4726,185.8755,169.1913,107.4002,0.3527
Bank,DecTree,age,regionft,5,17159752.8,24790682.4,0.692186,1.0,32633.0,1273643.2,7572512.6,12035282.4,11.9012,11.899,11.8922,11.8915,11.8969,11.8969,11.8983,11.8968,1200.05,1200.01,111.93,111.93,1088.12,1088.08,632.4,344520.336,7.4162,10899.8401,70689.9645,165246.0084,0.0042
Lsac,GBDT,sex,aft,5,324909.2,792985.8,0.409729,1.0,557.6,5300.0,12193.8,23014.8,8.1393,8.1267,8.1253,8.1287,8.1215,8.1244,8.1228,8.1205,1202.14,1202.06,,,,,,132050.4831,69.2156,1668.0202,2372.3599,4440.5753,0.1124
Lsac,GBDT,sex,expga,5,487450.6,1281442.4,0.380392,1.0,218.4,3402.8,10470.2,24048.8,8.0603,8.0329,8.0441,8.0466,8.0473,8.0427,8.0446,8.0451,1200.09,1200.03,,,,,,50816.2129,47.9458,527.5146,2209.0231,5268.9082,0.1795
Lsac,GBDT,sex,grft,5,3121641.0,32030580.0,0.097458,1.0,573.2,2642.2,8701.4,21843.6,9.1106,9.1146,9.1039,9.1014,9.1033,9.1094,9.1093,9.1065,1207.97,1207.79,,,,,,55377.3574,9.576,92.0527,259.6301,446.3847,0.014
Lsac,GBDT,sex,limi,5,3009.8,500000.0,0.00602,1.0,280.4,508.0,1056.8,1392.6,8.26,8.2433,8.2663,8.2617,8.2453,8.2481,8.2484,8.2481,543.37,,,,,,,115.2463,10.6911,14.9666,45.6968,71.2131,0.056
Lsac,GBDT,sex,sg,5,252.2,8503.0,0.02966,1.0,24.2,35.6,66.0,61.4,5.8082,5.6558,5.7064,5.7143,5.7143,5.7143,5.7143,5.7143,1200.07,1200.07,,,,,,20.7533,2.5884,4.3932,8.6891,7.6354,0.2124
Lsac,GBDT,sex,regionft,5,4202296.0,63393878.4,0.066289,1.0,1008.2,27363.8,145520.4,462732.8,9.3101,9.3214,9.3207,9.3163,9.3237,9.3224,9.3216,9.3213,1201.19,1201.18,115.19,115.19,1086.0,1085.99,940.0,544376.8159,18.4851,394.2787,4834.8191,31301.4725,0.0098
