region_id,parent_id,depth,size,target_samples,actual_samples,violations,estimated_ratio,gini,best_attr,best_cut,best_gain,gini_weight_mode,max_split_ratio,sampler_weight,sampler_probability,sampling_risk_focus_alpha,sampling_risk_floor,partition_sample_mode,sampler_used_fallback,sampler_draws,sampler_violations,partition_tests_total,partition_violations_total,sampler_tests_total,sampler_violations_total,bounds,split_history,batch_size
1008,520,10,465766560000,1016,1016,33,0.03248031496062992,0.0628506882013764,,,0.0,sample,1.0,15128244566.929132,0.0001404892360749886,1.0,1e-05,fresh_region,0,463,14,1694903,119260,3309056,449557,1:1;0:6;0:74;15:15;0:0;0:13;3:5;0:4;0:1;62:93;0:34;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 <= 34|x9 <= 93|x9 > 61|x6 > 2,512
1009,521,10,46901232000,1005,1005,22,0.021890547263681594,0.042822702408356235,,,0.0,sample,1.0,1026693635.8208956,9.534444260297226e-06,1.0,1e-05,fresh_region,0,43,2,1694903,119260,3309056,449557,1:1;0:6;0:74;15:15;0:0;0:13;2:5;0:4;0:1;94:99;0:33;54:99;0:16,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 <= 34|x9 > 93|x12 <= 16|x10 <= 33,512
1010,521,10,1379448000,1001,1001,47,0.04695304695304695,0.08949691666974384,,,0.0,sample,1.0,64769286.71328671,6.014833757621249e-07,1.0,1e-05,fresh_region,0,3,0,1694903,119260,3309056,449557,1:1;0:6;0:74;15:15;0:0;0:13;2:5;0:4;0:1;94:99;34:34;54:99;0:16,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 <= 34|x9 > 93|x12 <= 16|x10 > 33,512
1011,522,10,63715680000,1006,1006,46,0.04572564612326044,0.08726962281974159,,,0.0,sample,1.0,2913440636.182903,2.705581916767291e-05,1.0,1e-05,fresh_region,0,93,5,1694903,119260,3309056,449557,1:1;0:6;0:74;15:15;0:0;0:13;2:5;0:4;0:1;94:99;0:34;54:96;17:40,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 <= 34|x9 > 93|x12 > 16|x11 <= 96,512
1012,522,10,4445280000,1002,1002,34,0.033932135728542916,0.06556149178688532,,,0.0,sample,1.0,150837844.31137726,1.4007635469370928e-06,1.0,1e-05,fresh_region,0,4,1,1694903,119260,3309056,449557,1:1;0:6;0:74;15:15;0:0;0:13;2:5;0:4;0:1;94:99;0:34;97:99;17:40,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 <= 34|x9 > 93|x12 > 16|x11 > 96,512
1013,523,10,140408100000,1009,1009,14,0.013875123885034688,0.027365209644419256,,,0.0,sample,1.0,1948179781.962339,1.8091873653532863e-05,1.0,1e-05,fresh_region,0,58,0,1694903,119260,3309056,449557,1:1;0:4;0:74;15:15;0:0;0:13;2:5;0:4;0:1;0:94;35:43;54:99;0:16,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 > 34|x1 <= 4|x9 <= 94|x12 <= 16,512
1014,523,10,198223200000,1010,1010,30,0.0297029702970297,0.05764140770512694,,,0.0,sample,1.0,5887817821.782178,5.467752879531806e-05,1.0,1e-05,fresh_region,0,176,7,1694903,119260,3309056,449557,1:1;0:4;0:74;15:15;0:0;0:13;2:5;0:4;0:1;0:94;35:43;54:99;17:40,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 > 34|x1 <= 4|x9 <= 94|x12 > 16,512
1015,524,10,5651100000,1002,1002,11,0.010978043912175649,0.021715052928075986,,,0.0,sample,1.0,62038023.952095814,5.761193609789039e-07,1.0,1e-05,fresh_region,0,2,0,1694903,119260,3309056,449557,1:1;0:4;0:74;15:15;0:0;0:13;2:5;0:4;0:1;95:99;35:43;54:99;0:12,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 > 34|x1 <= 4|x9 > 94|x12 <= 12,512
1016,524,10,12171600000,1003,1003,26,0.0259222333000997,0.050500542241669805,,,0.0,sample,1.0,315515054.8354935,2.93004709356007e-06,1.0,1e-05,fresh_region,0,8,0,1694903,119260,3309056,449557,1:1;0:4;0:74;15:15;0:0;0:13;2:5;0:4;0:1;95:99;35:43;54:99;13:40,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 > 34|x1 <= 4|x9 > 94|x12 > 12,512
1017,525,10,58125600000,1006,1006,1,0.0009940357852882703,0.0019860953562916735,,,0.0,sample,1.0,57778926.44135188,5.365670287168165e-07,1.0,1e-05,fresh_region,0,4,0,1694903,119260,3309056,449557,1:1;5:6;0:74;15:15;0:0;0:5;2:5;0:4;0:1;0:99;35:43;54:99;0:38,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 > 34|x1 > 4|x5 <= 5|x12 <= 38,512
1018,525,10,2980800000,1002,1002,202,0.20159680638722555,0.3219110680833941,,,0.0,sample,1.0,600919760.4790419,5.580472851200251e-06,1.0,1e-05,fresh_region,0,16,3,1694903,119260,3309056,449557,1:1;5:6;0:74;15:15;0:0;0:5;2:5;0:4;0:1;0:99;35:43;54:99;39:40,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 > 34|x1 > 4|x5 <= 5|x12 > 38,512
1019,526,10,30553200000,1004,1004,464,0.46215139442231074,0.497134966111649,,,0.0,sample,1.0,14120203984.063744,0.00013112801436860976,1.0,1e-05,fresh_region,0,438,222,1694903,119260,3309056,449557,1:1;5:6;0:74;15:15;0:0;6:8;2:5;0:4;0:1;0:99;35:43;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 > 34|x1 > 4|x5 > 5|x5 <= 8,512
1020,526,10,50922000000,1006,1006,143,0.14214711729622267,0.24388262868119318,,,0.0,sample,1.0,7238415506.958251,6.721992498646784e-05,1.0,1e-05,fresh_region,0,234,31,1694903,119260,3309056,449557,1:1;5:6;0:74;15:15;0:0;9:13;2:5;0:4;0:1;0:99;35:43;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 <= 0|x3 > 14|x6 > 1|x10 > 34|x1 > 4|x5 > 5|x5 > 8,512
1021,527,10,788975283600,1020,1020,264,0.25882352941176473,0.3836678200692042,,,0.0,sample,1.0,204205367520.00003,0.0018963638483219323,1.0,1e-05,fresh_region,0,6256,1512,1694903,119260,3309056,449557,1:1;0:0;0:53;0:6;1:5;0:13;0:0;0:4;0:1;7:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 <= 0|x9 > 6|x2 <= 53|x1 <= 0|x3 <= 6,512
1022,527,10,1014396793200,1023,1023,160,0.15640273704789834,0.2638818417836486,,,0.0,sample,1.0,158654434909.0909,0.0014733527252072747,1.0,1e-05,fresh_region,0,4936,758,1694903,119260,3309056,449557,1:1;0:0;0:53;7:15;1:5;0:13;0:0;0:4;0:1;7:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 <= 0|x9 > 6|x2 <= 53|x1 <= 0|x3 > 6,512
1023,528,10,8791438874400,1067,1067,225,0.21087160262417995,0.3328095396617798,,,0.0,sample,1.0,1853864804817.2446,0.01721601267502186,1.0,1e-05,fresh_region,0,57223,12643,1694903,119260,3309056,449557,1:1;1:6;0:53;0:12;1:5;0:13;0:0;0:4;0:1;7:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 <= 0|x9 > 6|x2 <= 53|x1 > 0|x3 <= 12,512
1024,528,10,2028793586400,1032,1032,246,0.23837209302325582,0.3631016765819362,,,0.0,sample,1.0,483607773502.3256,0.004491048935564588,1.0,1e-05,fresh_region,0,14843,3750,1694903,119260,3309056,449557,1:1;1:6;0:53;13:15;1:5;0:13;0:0;0:4;0:1;7:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 <= 0|x9 > 6|x2 <= 53|x1 > 0|x3 > 12,512
1025,529,10,731803161600,1020,1020,174,0.17058823529411765,0.2829757785467128,,,0.0,sample,1.0,124837009920.0,0.0011593054356012866,1.0,1e-05,fresh_region,0,3827,677,1694903,119260,3309056,449557,1:1;0:6;54:74;0:15;1:5;0:7;0:0;0:4;0:1;7:99;0:16;54:65;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 <= 0|x9 > 6|x2 > 53|x5 <= 7|x11 <= 65,512
1026,529,10,2073442291200,1033,1033,212,0.20522749273959343,0.32621833792682714,,,0.0,sample,1.0,425527362763.2139,0.003951682157115177,1.0,1e-05,fresh_region,0,13113,2556,1694903,119260,3309056,449557,1:1;0:6;54:74;0:15;1:5;0:7;0:0;0:4;0:1;7:99;0:16;66:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 <= 0|x9 > 6|x2 > 53|x5 <= 7|x11 > 65,512
1027,530,10,525983522400,1017,1017,272,0.26745329400196655,0.39184405905892844,,,0.0,sample,1.0,140676025656.63715,0.0013063952853968315,1.0,1e-05,fresh_region,0,4307,1299,1694903,119260,3309056,449557,1:1;0:6;54:74;0:3;1:5;8:13;0:0;0:4;0:1;7:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 <= 0|x9 > 6|x2 > 53|x5 > 7|x3 <= 3,512
1028,530,10,1577950567200,1029,1029,228,0.22157434402332363,0.3449583081879149,,,0.0,sample,1.0,349633361828.5715,0.003246888539665964,1.0,1e-05,fresh_region,0,10777,2522,1694903,119260,3309056,449557,1:1;0:6;54:74;4:15;1:5;8:13;0:0;0:4;0:1;7:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 <= 0|x9 > 6|x2 > 53|x5 > 7|x3 > 3,512
1029,531,10,861826560000,1021,1021,5,0.004897159647404506,0.009746354949584677,,,0.0,sample,1.0,4220502252.693438,3.919391537534014e-05,1.0,1e-05,fresh_region,0,119,0,1694903,119260,3309056,449557,1:1;0:3;0:74;0:15;1:1;0:13;1:5;0:4;0:1;0:7;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 <= 1|x1 <= 3|x9 <= 9|x9 <= 7,512
1030,531,10,215456640000,1011,1011,90,0.08902077151335312,0.16219214750504102,,,0.0,sample,1.0,19180116320.474777,0.00017811715548170153,1.0,1e-05,fresh_region,0,576,82,1694903,119260,3309056,449557,1:1;0:3;0:74;0:15;1:1;0:13;1:5;0:4;0:1;8:9;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 <= 1|x1 <= 3|x9 <= 9|x9 > 7,512
1031,532,10,4155235200000,1046,1046,139,0.13288718929254303,0.23045636842894174,,,0.0,sample,1.0,552177526577.4379,0.005127825541386514,1.0,1e-05,fresh_region,0,16862,2492,1694903,119260,3309056,449557,1:1;0:3;0:74;0:15;1:1;0:5;1:5;0:4;0:1;10:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 <= 1|x1 <= 3|x9 > 9|x5 <= 5,512
1032,532,10,5540313600000,1053,1053,76,0.0721747388414055,0.13393109182916083,,,0.0,sample,1.0,399870687179.4871,0.0037134200945847283,1.0,1e-05,fresh_region,0,12229,1014,1694903,119260,3309056,449557,1:1;0:3;0:74;0:15;1:1;6:13;1:5;0:4;0:1;10:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 <= 1|x1 <= 3|x9 > 9|x5 > 5,512
1033,533,10,646369920000,1019,1019,6,0.005888125613346418,0.011706911180215744,,,0.0,sample,1.0,3805907281.648675,3.534375744690878e-05,1.0,1e-05,fresh_region,0,122,0,1694903,119260,3309056,449557,1:1;4:6;0:74;0:15;1:1;0:13;1:5;0:4;0:1;0:7;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 <= 1|x1 > 3|x9 <= 44|x9 <= 7,512
1034,533,10,2989460880000,1039,1039,148,0.1424446583253128,0.2443083552797954,,,0.0,sample,1.0,425832733628.48895,0.003954517999660705,1.0,1e-05,fresh_region,0,13287,2042,1694903,119260,3309056,449557,1:1;4:6;0:74;0:15;1:1;0:13;1:5;0:4;0:1;8:44;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 <= 1|x1 > 3|x9 <= 44|x9 > 7,512
1035,534,10,1777517280000,1030,1030,129,0.12524271844660195,0.2191139598454143,,,0.0,sample,1.0,222621096233.00974,0.0020673824782236924,1.0,1e-05,fresh_region,0,6939,861,1694903,119260,3309056,449557,1:1;4:6;0:74;0:15;1:1;0:13;1:2;0:4;0:1;45:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 <= 1|x1 > 3|x9 > 44|x6 <= 2,512
1036,534,10,2666275920000,1037,1037,179,0.1726133076181292,0.2856359073025166,,,0.0,sample,1.0,460234705573.77045,0.004273993715212735,1.0,1e-05,fresh_region,0,14151,2435,1694903,119260,3309056,449557,1:1;4:6;0:74;0:15;1:1;0:13;3:5;0:4;0:1;45:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 <= 1|x1 > 3|x9 > 44|x6 > 2,512
1037,535,10,8014987008000,1064,1064,57,0.05357142857142857,0.10140306122448979,,,0.0,sample,1.0,429374304000.0,0.003987406978537149,1.0,1e-05,fresh_region,0,13181,915,1694903,119260,3309056,449557,1:1;0:3;0:74;0:15;2:5;0:13;1:1;0:4;0:1;7:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 > 1|x9 > 6|x1 <= 3|x6 <= 1,512
1038,535,10,32059948032000,1128,1128,154,0.13652482269503546,0.23577159096624917,,,0.0,sample,1.0,4376978720680.851,0.040647042296577264,1.0,1e-05,fresh_region,0,134014,15760,1694903,119260,3309056,449557,1:1;0:3;0:74;0:15;2:5;0:13;2:5;0:4;0:1;7:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 > 1|x9 > 6|x1 <= 3|x6 > 1,512
1039,536,10,6440614560000,1057,1057,124,0.1173131504257332,0.20710155032584499,,,0.0,sample,1.0,755568784711.4475,0.007016629120226203,1.0,1e-05,fresh_region,0,23138,2927,1694903,119260,3309056,449557,1:1;4:6;0:74;0:15;2:5;0:2;1:5;0:4;0:1;7:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 > 1|x9 > 6|x1 > 3|x5 <= 2,512
1040,536,10,23615586720000,1110,1110,160,0.14414414414414414,0.2467332197061927,,,0.0,sample,1.0,3404048536216.2163,0.031611875145159375,1.0,1e-05,fresh_region,0,104499,16301,1694903,119260,3309056,449557,1:1;4:6;0:74;0:15;2:5;3:13;1:5;0:4;0:1;7:99;0:16;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 <= 16|x6 > 0|x4 > 1|x9 > 6|x1 > 3|x5 > 2,512
1041,538,10,81963554400,1007,1007,1,0.0009930486593843098,0.0019841250274888096,,,0.0,sample,1.0,81393797.81529295,7.558677694376905e-07,1.0,1e-05,fresh_region,0,0,0,1694903,119260,3309056,449557,1:1;0:6;0:73;15:15;1:5;0:13;0:5;0:4;0:1;0:6;17:19;54:99;0:38,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 <= 6|x12 <= 38|x3 > 14|x2 <= 73,512
1042,538,10,1107615600,1001,1001,4,0.003996003996003996,0.007960071896135833,,,0.0,sample,1.0,4426036.363636363,4.11026186691014e-08,1.0,1e-05,fresh_region,0,1,0,1694903,119260,3309056,449557,1:1;0:6;74:74;15:15;1:5;0:13;0:5;0:4;0:1;0:6;17:19;54:99;0:38,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 <= 6|x12 <= 38|x3 > 14|x2 > 73,512
1043,539,10,3457440000,1002,1002,51,0.05089820359281437,0.09661515292767757,,,0.0,sample,1.0,175977485.02994013,1.634224138093275e-06,1.0,1e-05,fresh_region,0,4,0,1694903,119260,3309056,449557,1:1;0:6;0:74;0:15;1:5;0:13;0:0;0:4;0:1;0:6;17:19;54:67;39:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 <= 6|x12 > 38|x6 <= 0|x11 <= 67,512
1044,539,10,7902720000,1002,1002,20,0.01996007984031936,0.039123350106174876,,,0.0,sample,1.0,157738922.1556886,1.4648507680387897e-06,1.0,1e-05,fresh_region,0,5,0,1694903,119260,3309056,449557,1:1;0:6;0:74;0:15;1:5;0:13;0:0;0:4;0:1;0:6;17:19;68:99;39:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 <= 6|x12 > 38|x6 <= 0|x11 > 67,512
1045,541,10,1630020672000,1029,1029,217,0.2108843537414966,0.3328242861770559,,,0.0,sample,1.0,343745856000.0,0.0031922139082119494,1.0,1e-05,fresh_region,0,10760,2452,1694903,119260,3309056,449557,1:1;0:6;0:74;0:15;1:3;0:13;0:0;0:4;0:1;7:99;17:19;54:99;0:35,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 > 6|x12 <= 35|x6 <= 0|x4 <= 3,512
1046,541,10,1086680448000,1024,1024,169,0.1650390625,0.2756023406982422,,,0.0,sample,1.0,179344722375.0,0.0016654941641824064,1.0,1e-05,fresh_region,0,5483,845,1694903,119260,3309056,449557,1:1;0:6;0:74;0:15;4:5;0:13;0:0;0:4;0:1;7:99;17:19;54:99;0:35,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 > 6|x12 <= 35|x6 <= 0|x4 > 3,512
1047,542,10,970250400000,1023,1023,67,0.06549364613880743,0.12240845690850422,,,0.0,sample,1.0,63545236363.63636,0.0005901161680349558,1.0,1e-05,fresh_region,0,1905,135,1694903,119260,3309056,449557,1:1;0:6;0:74;0:15;1:5;0:0;1:5;0:4;0:1;7:99;17:19;54:99;0:35,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 > 6|x12 <= 35|x6 > 0|x5 <= 0,512
1048,542,10,12613255200000,1080,1080,148,0.13703703703703704,0.23651577503429355,,,0.0,sample,1.0,1728483120000.0,0.016051649087439716,1.0,1e-05,fresh_region,0,53363,7202,1694903,119260,3309056,449557,1:1;0:6;0:74;0:15;1:5;1:13;1:5;0:4;0:1;7:99;17:19;54:99;0:35,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 > 6|x12 <= 35|x6 > 0|x5 > 0,512
1049,543,10,970250400000,1023,1023,137,0.13391984359726294,0.23197063817629515,,,0.0,sample,1.0,129935781818.18181,0.0012066554480714767,1.0,1e-05,fresh_region,0,3989,531,1694903,119260,3309056,449557,1:1;0:4;0:74;0:15;1:5;0:13;0:5;0:4;0:1;7:99;17:19;54:99;36:38,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 > 6|x12 > 35|x12 <= 38|x1 <= 4,512
1050,543,10,388100160000,1014,1014,176,0.17357001972386588,0.2868869359538454,,,0.0,sample,1.0,67362552426.0355,0.0006255658737222627,1.0,1e-05,fresh_region,0,2130,338,1694903,119260,3309056,449557,1:1;5:6;0:74;0:15;1:5;0:13;0:5;0:4;0:1;7:99;17:19;54:99;36:38,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 > 6|x12 > 35|x12 <= 38|x1 > 4,512
1051,544,10,388100160000,1014,1014,140,0.13806706114398423,0.2380090955420951,,,0.0,sample,1.0,53583848520.71006,0.0004976092177336181,1.0,1e-05,fresh_region,0,1669,203,1694903,119260,3309056,449557,1:1;0:2;0:74;0:15;1:5;0:13;0:5;0:4;0:1;7:99;17:19;54:99;39:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 > 6|x12 > 35|x12 > 38|x1 <= 2,512
1052,544,10,517466880000,1017,1017,87,0.0855457227138643,0.1564553040784539,,,0.0,sample,1.0,44267078230.08849,0.0004110885421175663,1.0,1e-05,fresh_region,0,1374,115,1694903,119260,3309056,449557,1:1;3:6;0:74;0:15;1:5;0:13;0:5;0:4;0:1;7:99;17:19;54:99;39:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 <= 19|x9 > 6|x12 > 35|x12 > 38|x1 > 2,512
1053,545,10,26036640000000,1115,1115,116,0.10403587443946188,0.18642482253815681,,,0.0,sample,1.0,2708744609865.4707,0.025154898790712133,1.0,1e-05,fresh_region,0,83022,7161,1694903,119260,3309056,449557,1:1;0:6;0:74;0:15;1:5;0:13;0:5;0:4;0:1;0:99;20:23;54:98;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 <= 32|x11 <= 98|x10 <= 28|x10 <= 23,512
1054,545,10,32545800000000,1129,1129,39,0.03454384410983171,0.06670113388789471,,,0.0,sample,1.0,1124257041629.761,0.010440471941851551,1.0,1e-05,fresh_region,0,34626,1491,1694903,119260,3309056,449557,1:1;0:6;0:74;0:15;1:5;0:13;0:5;0:4;0:1;0:99;24:28;54:98;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 <= 32|x11 <= 98|x10 <= 28|x10 > 23,512
1055,546,10,1822564800000,1031,1031,130,0.12609117361784675,0.22038437910704156,,,0.0,sample,1.0,229809334626.57614,0.002134136430816755,1.0,1e-05,fresh_region,0,7089,988,1694903,119260,3309056,449557,1:1;0:6;0:74;0:15;1:5;0:13;0:5;0:4;0:1;0:6;29:32;54:98;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 <= 32|x11 <= 98|x10 > 28|x9 <= 6,512
1056,546,10,24214075200000,1111,1111,56,0.050405040504050404,0.09572874479167089,,,0.0,sample,1.0,1220511441224.1223,0.01133434346858702,1.0,1e-05,fresh_region,0,37532,1433,1694903,119260,3309056,449557,1:1;0:6;0:74;0:15;1:5;0:13;0:5;0:4;0:1;7:99;29:32;54:98;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 <= 32|x11 <= 98|x10 > 28|x9 > 6,512
1057,547,10,397782000000,1015,1015,97,0.09556650246305419,0.1728670921400665,,,0.0,sample,1.0,38014634482.75862,0.00035302489555381184,1.0,1e-05,fresh_region,0,1132,87,1694903,119260,3309056,449557,1:1;0:6;0:74;0:10;1:5;0:13;0:5;0:4;0:1;0:99;20:23;99:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 <= 32|x11 > 98|x3 <= 10|x10 <= 23,512
1058,547,10,895009500000,1022,1022,24,0.023483365949119372,0.04586379494563823,,,0.0,sample,1.0,21017835616.438354,0.00019518323204253257,1.0,1e-05,fresh_region,0,664,14,1694903,119260,3309056,449557,1:1;0:6;0:74;0:10;1:5;0:13;0:5;0:4;0:1;0:99;24:32;99:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 <= 32|x11 > 98|x3 <= 10|x10 > 23,512
1059,548,10,235053000000,1011,1011,140,0.13847675568743817,0.23860188764343945,,,0.0,sample,1.0,32549376854.599403,0.0003022714941438722,1.0,1e-05,fresh_region,0,983,130,1694903,119260,3309056,449557,1:1;0:6;0:74;11:12;1:5;0:13;0:5;0:4;0:1;0:99;20:32;99:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 <= 32|x11 > 98|x3 > 10|x3 <= 12,512
1060,548,10,352579500000,1014,1014,54,0.05325443786982249,0.1008368054339834,,,0.0,sample,1.0,18776423076.923077,0.00017436823701701774,1.0,1e-05,fresh_region,0,593,43,1694903,119260,3309056,449557,1:1;0:6;0:74;13:15;1:5;0:13;0:5;0:4;0:1;0:99;20:32;99:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 <= 32|x11 > 98|x3 > 10|x3 > 12,512
1061,549,10,9148986000000,1068,1068,165,0.1544943820224719,0.26125173589193285,,,0.0,sample,1.0,1413466938202.247,0.013126234804491646,1.0,1e-05,fresh_region,0,42655,7183,1694903,119260,3309056,449557,1:1;0:6;0:74;0:11;1:5;0:13;0:0;0:4;0:1;0:99;33:43;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 > 32|x6 <= 1|x3 <= 11|x6 <= 0,512
1062,549,10,9148986000000,1068,1068,297,0.27808988764044945,0.4015118040651433,,,0.0,sample,1.0,2544240488764.045,0.023627222648084964,1.0,1e-05,fresh_region,0,78272,22736,1694903,119260,3309056,449557,1:1;0:6;0:74;0:11;1:5;0:13;1:1;0:4;0:1;0:99;33:43;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 > 32|x6 <= 1|x3 <= 11|x6 > 0,512
1063,550,10,435666000000,1015,1015,82,0.08078817733990148,0.14852289548399622,,,0.0,sample,1.0,35196662068.96552,0.000326855647037059,1.0,1e-05,fresh_region,0,1062,106,1694903,119260,3309056,449557,1:1;0:6;0:74;12:15;1:5;0:0;0:1;0:4;0:1;0:99;33:43;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 > 32|x6 <= 1|x3 > 11|x5 <= 0,512
1064,550,10,5663658000000,1054,1054,69,0.06546489563567362,0.12235848615016796,,,0.0,sample,1.0,370770779886.148,0.0034431822803157024,1.0,1e-05,fresh_region,0,11420,716,1694903,119260,3309056,449557,1:1;0:6;0:74;12:15;1:5;1:13;0:1;0:4;0:1;0:99;33:43;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 > 32|x6 <= 1|x3 > 11|x5 > 0,512
1065,551,10,2178330000000,1034,1034,165,0.1595744680851064,0.2682209144409235,,,0.0,sample,1.0,347605851063.82983,0.0032280599546829418,1.0,1e-05,fresh_region,0,10588,1773,1694903,119260,3309056,449557,1:1;0:6;0:74;0:9;1:5;0:0;2:5;0:4;0:1;0:99;33:43;54:99;0:40,x0 <= 1|x4 <= 5|x11 > 53|x4 > 0|x10 > 16|x10 > 19|x10 > 32|x6 > 1|x5 <= 0|x3 <= 9,512
